B,gamma_min,gamma_max,alpha,delta,chi_squared
0.2,6990.0,10000.0,2.0,6.33,0.0108745438781835
0.2,6990.0,10000.0,2.0,6.89,0.0050538439973849
0.2,6990.0,10000.0,2.0,7.44,0.0024127808263363
0.2,6990.0,10000.0,2.0,8.0,0.0021790518595323
0.2,6990.0,12300.0,2.0,3.0,0.194833105857494
0.2,6990.0,12300.0,2.0,3.56,0.1301150891147672
0.2,6990.0,12300.0,2.0,4.11,0.0863751095005276
0.2,6990.0,12300.0,2.0,4.67,0.05536568305528
0.2,6990.0,12300.0,2.0,5.22,0.0342435834761508
0.2,6990.0,12300.0,2.0,5.78,0.0196412987253914
0.2,6990.0,12300.0,2.0,6.33,0.0103548310196222
0.2,6990.0,12300.0,2.0,6.89,0.0048164834693531
0.2,6990.0,12300.0,2.0,7.44,0.0023616323702695
0.2,6990.0,12300.0,2.0,8.0,0.0022471274795012
0.2,6990.0,15100.0,2.0,3.0,0.189183167124212
0.2,6990.0,15100.0,2.0,3.56,0.1264092961164399
0.2,6990.0,15100.0,2.0,4.11,0.0839492860208206
0.2,6990.0,15100.0,2.0,4.67,0.053834028815358
0.2,6990.0,15100.0,2.0,5.22,0.0333197697513131
0.2,6990.0,15100.0,2.0,5.78,0.0191436323814281
0.2,6990.0,15100.0,2.0,6.33,0.0101403782082679
0.2,6990.0,15100.0,2.0,6.89,0.004789404664381
0.2,6990.0,15100.0,2.0,7.44,0.0024443836507856
0.2,6990.0,15100.0,2.0,8.0,0.0023847291939609
0.2,6990.0,18500.0,2.0,3.0,0.1850133935413287
0.2,6990.0,18500.0,2.0,3.56,0.1237995067383061
0.2,6990.0,18500.0,2.0,4.11,0.0823481435890597
0.2,6990.0,18500.0,2.0,4.67,0.0529208537927837
0.2,6990.0,18500.0,2.0,5.22,0.0328590500154393
0.2,6990.0,18500.0,2.0,5.78,0.0189852039314017
0.2,6990.0,18500.0,2.0,6.33,0.0101681401735322
0.2,6990.0,18500.0,2.0,6.89,0.0049246615777421
0.2,6990.0,18500.0,2.0,7.44,0.0026252396816886
0.2,6990.0,18500.0,2.0,8.0,0.0025663251852035
0.2,6990.0,22700.0,2.0,3.0,0.1820274007052594
0.2,6990.0,22700.0,2.0,3.56,0.1220725049409399
0.2,6990.0,22700.0,2.0,4.11,0.0814153492247364
0.2,6990.0,22700.0,2.0,4.67,0.0525115525086549
0.2,6990.0,22700.0,2.0,5.22,0.0327770537132943
0.2,6990.0,22700.0,2.0,5.78,0.0191046938269226
0.2,6990.0,22700.0,2.0,6.33,0.0103939817490309
0.2,6990.0,22700.0,2.0,6.89,0.0051914865049693
0.2,6990.0,22700.0,2.0,7.44,0.0028835110305605
0.2,6990.0,22700.0,2.0,8.0,0.0027815398787609
0.2,6990.0,27800.0,2.0,3.0,0.1800886661911249
0.2,6990.0,27800.0,2.0,3.56,0.1211175946498402
0.2,6990.0,27800.0,2.0,4.11,0.0810600524310778
0.2,6990.0,27800.0,2.0,4.67,0.0525317462426886
0.2,6990.0,27800.0,2.0,5.22,0.0330130094342085
0.2,6990.0,27800.0,2.0,5.78,0.0194532437058167
0.2,6990.0,27800.0,2.0,6.33,0.0107793225338907
0.2,6990.0,27800.0,2.0,6.89,0.0055606206014636
0.2,6990.0,27800.0,2.0,7.44,0.0032486026323439
0.2,6990.0,27800.0,2.0,8.0,0.0035489073867863
0.2,6990.0,34100.0,2.0,3.0,0.1790038451221487
0.2,6990.0,34100.0,2.0,3.56,0.1207989145070412
0.2,6990.0,34100.0,2.0,4.11,0.0811855129132238
0.2,6990.0,34100.0,2.0,4.67,0.0529132006022551
0.2,6990.0,34100.0,2.0,5.22,0.0335191507315196
0.2,6990.0,34100.0,2.0,5.78,0.0199985103221147
0.2,6990.0,34100.0,2.0,6.33,0.0113031398238805
0.2,6990.0,34100.0,2.0,6.89,0.0061365095960482
0.2,6990.0,34100.0,2.0,7.44,0.0043244852506112
0.2,6990.0,34100.0,2.0,8.0,0.0053971201247549
0.2,6990.0,41900.0,2.0,3.0,0.1786569527619535
0.2,6990.0,41900.0,2.0,3.56,0.1210301665784653
0.2,6990.0,41900.0,2.0,4.11,0.0817265997454296
0.2,6990.0,41900.0,2.0,4.67,0.0536070478547513
0.2,6990.0,41900.0,2.0,5.22,0.0342590195303054
0.2,6990.0,41900.0,2.0,5.78,0.0207140645068955
0.2,6990.0,41900.0,2.0,6.33,0.0120927228110763
0.2,6990.0,41900.0,2.0,6.89,0.0074297216555731
0.2,6990.0,41900.0,2.0,7.44,0.0064296386823922
0.2,6990.0,41900.0,2.0,8.0,0.0084868221799663
0.2,6990.0,51400.0,2.0,3.0,0.1789379845729371
0.2,6990.0,51400.0,2.0,3.56,0.1217213451930241
0.2,6990.0,51400.0,2.0,4.11,0.0826093981248684
0.2,6990.0,51400.0,2.0,4.67,0.0545532523061371
0.2,6990.0,51400.0,2.0,5.22,0.0351844150433947
0.2,6990.0,51400.0,2.0,5.78,0.0216852795791423
0.2,6990.0,51400.0,2.0,6.33,0.0134780838513002
0.2,6990.0,51400.0,2.0,6.89,0.0096635944710229
0.2,6990.0,51400.0,2.0,7.44,0.0095851184094431
0.2,6990.0,51400.0,2.0,8.0,0.0124388927515775
0.2,6990.0,63100.0,2.0,3.0,0.1797460405732449
0.2,6990.0,63100.0,2.0,3.56,0.1228028001021587
0.2,6990.0,63100.0,2.0,4.11,0.0837855963126567
0.2,6990.0,63100.0,2.0,4.67,0.0557190976508789
0.2,6990.0,63100.0,2.0,5.22,0.0363280041705182
0.2,6990.0,63100.0,2.0,5.78,0.0231422526107936
0.2,6990.0,63100.0,2.0,6.33,0.0157260828580954
0.2,6990.0,63100.0,2.0,6.89,0.0127973087354288
0.2,6990.0,63100.0,2.0,7.44,0.0134938050885133
0.2,6990.0,63100.0,2.0,8.0,0.0172981527524628
0.2,8910.0,10000.0,2.0,3.0,0.193993861708814
0.2,8910.0,10000.0,2.0,3.56,0.129322814710379
0.2,8910.0,10000.0,2.0,4.11,0.0857586274806122
0.2,8910.0,10000.0,2.0,4.67,0.0549781233730007
0.2,8910.0,10000.0,2.0,5.22,0.0340887937515138
0.2,8910.0,10000.0,2.0,5.78,0.0197090042683126
0.2,8910.0,10000.0,2.0,6.33,0.0106177042729803
0.2,8910.0,10000.0,2.0,6.89,0.0052486123428756
0.2,8910.0,10000.0,2.0,7.44,0.0029300799383759
0.2,8910.0,10000.0,2.0,8.0,0.0029244036273639
0.2,8910.0,12300.0,2.0,3.0,0.1887202720506887
0.2,8910.0,12300.0,2.0,3.56,0.12600148529663
0.2,8910.0,12300.0,2.0,4.11,0.0836927219084949
0.2,8910.0,12300.0,2.0,4.67,0.0537661100588493
0.2,8910.0,12300.0,2.0,5.22,0.0334390445795027
0.2,8910.0,12300.0,2.0,5.78,0.0194379826320675
0.2,8910.0,12300.0,2.0,6.33,0.0105845109260823
0.2,8910.0,12300.0,2.0,6.89,0.005359382335499
0.2,8910.0,12300.0,2.0,7.44,0.0031113045750381
0.2,8910.0,12300.0,2.0,8.0,0.0031239185486359
0.2,8910.0,15100.0,2.0,3.0,0.1848203268933827
0.2,8910.0,15100.0,2.0,3.56,0.1236788763633265
0.2,8910.0,15100.0,2.0,4.11,0.0823664405065072
0.2,8910.0,15100.0,2.0,4.67,0.0531007254398665
0.2,8910.0,15100.0,2.0,5.22,0.0331931496805321
0.2,8910.0,15100.0,2.0,5.78,0.0194588662976936
0.2,8910.0,15100.0,2.0,6.33,0.0107568702951261
0.2,8910.0,15100.0,2.0,6.89,0.0056055374617824
0.2,8910.0,15100.0,2.0,7.44,0.0033721412002474
0.2,8910.0,15100.0,2.0,8.0,0.0033565165710844
0.2,8910.0,18500.0,2.0,3.0,0.1820837012982213
0.2,8910.0,18500.0,2.0,3.56,0.1222019599813304
0.2,8910.0,18500.0,2.0,4.11,0.0816656635221302
0.2,8910.0,18500.0,2.0,4.67,0.0528963959289448
0.2,8910.0,18500.0,2.0,5.22,0.0332863896711208
0.2,8910.0,18500.0,2.0,5.78,0.0197231134454469
0.2,8910.0,18500.0,2.0,6.33,0.0110986203466343
0.2,8910.0,18500.0,2.0,6.89,0.0059609185484523
0.2,8910.0,18500.0,2.0,7.44,0.0036943683034363
0.2,8910.0,18500.0,2.0,8.0,0.003610607379134
0.2,8910.0,22700.0,2.0,3.0,0.1803040726925278
0.2,8910.0,22700.0,2.0,3.56,0.1214295936560851
0.2,8910.0,22700.0,2.0,4.11,0.0814923201205799
0.2,8910.0,22700.0,2.0,4.67,0.0530855184130952
0.2,8910.0,22700.0,2.0,5.22,0.0336723849476813
0.2,8910.0,22700.0,2.0,5.78,0.0201998436485141
0.2,8910.0,22700.0,2.0,6.33,0.0115898709431087
0.2,8910.0,22700.0,2.0,6.89,0.0064137086040075
0.2,8910.0,22700.0,2.0,7.44,0.0040718438076329
0.2,8910.0,22700.0,2.0,8.0,0.0039347427486892
0.2,8910.0,27800.0,2.0,3.0,0.1793745573007126
0.2,8910.0,27800.0,2.0,3.56,0.1212750661432132
0.2,8910.0,27800.0,2.0,4.11,0.0817752480395833
0.2,8910.0,27800.0,2.0,4.67,0.0536099447038687
0.2,8910.0,27800.0,2.0,5.22,0.0343038637983178
0.2,8910.0,27800.0,2.0,5.78,0.0208514443899959
0.2,8910.0,27800.0,2.0,6.33,0.0122014622427342
0.2,8910.0,27800.0,2.0,6.89,0.0069425322713933
0.2,8910.0,27800.0,2.0,7.44,0.0046541806057622
0.2,8910.0,27800.0,2.0,8.0,0.0051289304645813
0.2,8910.0,34100.0,2.0,3.0,0.1791584723542821
0.2,8910.0,34100.0,2.0,3.56,0.1216476938327275
0.2,8910.0,34100.0,2.0,4.11,0.0824540392488969
0.2,8910.0,34100.0,2.0,4.67,0.0544305307371588
0.2,8910.0,34100.0,2.0,5.22,0.0351563292686433
0.2,8910.0,34100.0,2.0,5.78,0.021663941951871
0.2,8910.0,34100.0,2.0,6.33,0.0129270554253251
0.2,8910.0,34100.0,2.0,6.89,0.0078118912419191
0.2,8910.0,34100.0,2.0,7.44,0.0061609537823664
0.2,8910.0,34100.0,2.0,8.0,0.0074338666474281
0.2,8910.0,41900.0,2.0,3.0,0.1795674638652016
0.2,8910.0,41900.0,2.0,3.56,0.1224832399429266
0.2,8910.0,41900.0,2.0,4.11,0.0834813446866132
0.2,8910.0,41900.0,2.0,4.67,0.0555126991228912
0.2,8910.0,41900.0,2.0,5.22,0.036204816784404
0.2,8910.0,41900.0,2.0,5.78,0.0226208848766664
0.2,8910.0,41900.0,2.0,6.33,0.0140419395106758
0.2,8910.0,41900.0,2.0,6.89,0.0095358583952964
0.2,8910.0,41900.0,2.0,7.44,0.0087529367188973
0.2,8910.0,41900.0,2.0,8.0,0.0109764577628184
0.2,8910.0,51400.0,2.0,3.0,0.1805028330860333
0.2,8910.0,51400.0,2.0,3.56,0.1237005550787484
0.2,8910.0,51400.0,2.0,4.11,0.084790249246469
0.2,8910.0,51400.0,2.0,4.67,0.0568019206476911
0.2,8910.0,51400.0,2.0,5.22,0.0374054541050732
0.2,8910.0,51400.0,2.0,5.78,0.0239277822537462
0.2,8910.0,51400.0,2.0,6.33,0.0158546454072143
0.2,8910.0,51400.0,2.0,6.89,0.0122564352057527
0.2,8910.0,51400.0,2.0,7.44,0.0123290742202476
0.2,8910.0,51400.0,2.0,8.0,0.015320009060174
0.2,8910.0,63100.0,2.0,3.0,0.1818903653157142
0.2,8910.0,63100.0,2.0,3.56,0.1252510997160439
0.2,8910.0,63100.0,2.0,4.11,0.0863492479720423
0.2,8910.0,63100.0,2.0,4.67,0.0582787524257915
0.2,8910.0,63100.0,2.0,5.22,0.0388815434924815
0.2,8910.0,63100.0,2.0,5.78,0.0257789333154772
0.2,8910.0,63100.0,2.0,6.33,0.0185749397163238
0.2,8910.0,63100.0,2.0,6.89,0.0157926105419
0.2,8910.0,63100.0,2.0,7.44,0.0166510058995491
0.2,8910.0,63100.0,2.0,8.0,0.0205998522653075
0.25,1000.0,10000.0,2.0,3.0,0.2709363124699491
0.25,1000.0,10000.0,2.0,3.56,0.1896405186303769
0.25,1000.0,10000.0,2.0,4.11,0.1335800166491378
0.25,1000.0,10000.0,2.0,4.67,0.0934576510800114
0.25,1000.0,10000.0,2.0,5.22,0.0661852810571052
0.25,1000.0,10000.0,2.0,5.78,0.047597652102035
0.25,1000.0,10000.0,2.0,6.33,0.0362193253822803
0.25,1000.0,10000.0,2.0,6.89,0.0300621628801241
0.25,1000.0,10000.0,2.0,7.44,0.0281514529238103
0.25,1000.0,10000.0,2.0,8.0,0.0295012879556312
0.25,1000.0,12300.0,2.0,3.0,0.2495388692733372
0.25,1000.0,12300.0,2.0,3.56,0.1726388168023802
0.25,1000.0,12300.0,2.0,4.11,0.1198358111017229
0.25,1000.0,12300.0,2.0,4.67,0.0821645392263356
0.25,1000.0,12300.0,2.0,5.22,0.0567376391166413
0.25,1000.0,12300.0,2.0,5.78,0.0396062997197096
0.25,1000.0,12300.0,2.0,6.33,0.029346038192996
0.25,1000.0,12300.0,2.0,6.89,0.0241094445386899
0.25,1000.0,12300.0,2.0,7.44,0.022948317982633
0.25,1000.0,12300.0,2.0,8.0,0.0249379215088216
0.25,1000.0,15100.0,2.0,3.0,0.2323495876759202
0.25,1000.0,15100.0,2.0,3.56,0.159140496544494
0.25,1000.0,15100.0,2.0,4.11,0.1090533239790882
0.25,1000.0,15100.0,2.0,4.67,0.0733952145334962
0.25,1000.0,15100.0,2.0,5.22,0.0494396852265349
0.25,1000.0,15100.0,2.0,5.78,0.0334571921280458
0.25,1000.0,15100.0,2.0,6.33,0.0240623296088704
0.25,1000.0,15100.0,2.0,6.89,0.0195147181138443
0.25,1000.0,15100.0,2.0,7.44,0.0189110800650061
0.25,1000.0,15100.0,2.0,8.0,0.021375552079677
0.25,1000.0,18500.0,2.0,3.0,0.2186075960020947
0.25,1000.0,18500.0,2.0,3.56,0.1484632929599006
0.25,1000.0,18500.0,2.0,4.11,0.1006251119704914
0.25,1000.0,18500.0,2.0,4.67,0.0666033711060537
0.25,1000.0,18500.0,2.0,5.22,0.043819985405234
0.25,1000.0,18500.0,2.0,5.78,0.0287345935140252
0.25,1000.0,18500.0,2.0,6.33,0.0199960549034158
0.25,1000.0,18500.0,2.0,6.89,0.0159628462165029
0.25,1000.0,18500.0,2.0,7.44,0.015779316707441
0.25,1000.0,18500.0,2.0,8.0,0.0186091150263251
0.25,1000.0,22700.0,2.0,3.0,0.2074851881421222
0.25,1000.0,22700.0,2.0,3.56,0.1399112424021309
0.25,1000.0,22700.0,2.0,4.11,0.093947019209865
0.25,1000.0,22700.0,2.0,4.67,0.0612865791092718
0.25,1000.0,22700.0,2.0,5.22,0.0394455187328864
0.25,1000.0,22700.0,2.0,5.78,0.0250587500261284
0.25,1000.0,22700.0,2.0,6.33,0.0168132787680176
0.25,1000.0,22700.0,2.0,6.89,0.013186026764479
0.25,1000.0,22700.0,2.0,7.44,0.0133490428782989
0.25,1000.0,22700.0,2.0,8.0,0.0164985578916792
0.25,1000.0,27800.0,2.0,3.0,0.1986846301869478
0.25,1000.0,27800.0,2.0,3.56,0.1332181125141377
0.25,1000.0,27800.0,2.0,4.11,0.0887759283136747
0.25,1000.0,27800.0,2.0,4.67,0.0572331355262253
0.25,1000.0,27800.0,2.0,5.22,0.0361299561132905
0.25,1000.0,27800.0,2.0,5.78,0.0222571942380354
0.25,1000.0,27800.0,2.0,6.33,0.0143806839764401
0.25,1000.0,27800.0,2.0,6.89,0.0111077664890609
0.25,1000.0,27800.0,2.0,7.44,0.0115975784047853
0.25,1000.0,27800.0,2.0,8.0,0.0150858631144796
0.25,1000.0,34100.0,2.0,3.0,0.1916520394896231
0.25,1000.0,34100.0,2.0,3.56,0.1279339572113406
0.25,1000.0,34100.0,2.0,4.11,0.0847412516286479
0.25,1000.0,34100.0,2.0,4.67,0.0541193009477115
0.25,1000.0,34100.0,2.0,5.22,0.0335981336485323
0.25,1000.0,34100.0,2.0,5.78,0.0201092030756978
0.25,1000.0,34100.0,2.0,6.33,0.0125547789677164
0.25,1000.0,34100.0,2.0,6.89,0.0096524098397147
0.25,1000.0,34100.0,2.0,7.44,0.0105169471012002
0.25,1000.0,34100.0,2.0,8.0,0.0146041145857609
0.25,1000.0,41900.0,2.0,3.0,0.1860985764382494
0.25,1000.0,41900.0,2.0,3.56,0.1238204684465648
0.25,1000.0,41900.0,2.0,4.11,0.0816438982653451
0.25,1000.0,41900.0,2.0,4.67,0.0517742760886664
0.25,1000.0,41900.0,2.0,5.22,0.0317054744450614
0.25,1000.0,41900.0,2.0,5.78,0.0185013842141195
0.25,1000.0,41900.0,2.0,6.33,0.0113326318819792
0.25,1000.0,41900.0,2.0,6.89,0.0088624239897056
0.25,1000.0,41900.0,2.0,7.44,0.0103671621071753
0.25,1000.0,41900.0,2.0,8.0,0.0151851273384181
0.25,1000.0,51400.0,2.0,3.0,0.1818492855188315
0.25,1000.0,51400.0,2.0,3.56,0.1207286263324153
0.25,1000.0,51400.0,2.0,4.11,0.0793562396648112
0.25,1000.0,51400.0,2.0,4.67,0.0500817778808445
0.25,1000.0,51400.0,2.0,5.22,0.0303587938645386
0.25,1000.0,51400.0,2.0,5.78,0.0174569460715149
0.25,1000.0,51400.0,2.0,6.33,0.010759333406617
0.25,1000.0,51400.0,2.0,6.89,0.0089463823748061
0.25,1000.0,51400.0,2.0,7.44,0.0112141657023514
0.25,1000.0,51400.0,2.0,8.0,0.0167819744844756
0.25,1000.0,63100.0,2.0,3.0,0.1786286209747757
0.25,1000.0,63100.0,2.0,3.56,0.1184402190457377
0.25,1000.0,63100.0,2.0,4.11,0.0777029437307655
0.25,1000.0,63100.0,2.0,4.67,0.048887841970786
0.25,1000.0,63100.0,2.0,5.22,0.02945855001996
0.25,1000.0,63100.0,2.0,5.78,0.0169997505046778
0.25,1000.0,63100.0,2.0,6.33,0.0109260278509372
0.25,1000.0,63100.0,2.0,6.89,0.0099430175021229
0.25,1000.0,63100.0,2.0,7.44,0.0129885217055328
0.25,1000.0,63100.0,2.0,8.0,0.0193117478790205
0.25,1280.0,10000.0,2.0,3.0,0.2613725929360299
0.25,1280.0,10000.0,2.0,3.56,0.1816432685950766
0.25,1280.0,10000.0,2.0,4.11,0.1268027231926203
0.25,1280.0,10000.0,2.0,4.67,0.0873754833879417
0.25,1280.0,10000.0,2.0,5.22,0.0604308760707275
0.25,1280.0,10000.0,2.0,5.78,0.0419412202549199
0.25,1280.0,10000.0,2.0,6.33,0.0304550202651002
0.25,1280.0,10000.0,2.0,6.89,0.0240416833049357
0.25,1280.0,10000.0,2.0,7.44,0.0218497100564451
0.25,1280.0,10000.0,2.0,8.0,0.0228989938243604
0.25,1280.0,12300.0,2.0,3.0,0.2409184571975562
0.25,1280.0,12300.0,2.0,3.56,0.1655464081540377
0.25,1280.0,12300.0,2.0,4.11,0.1139444511650396
0.25,1280.0,12300.0,2.0,4.67,0.0769640353591682
0.25,1280.0,12300.0,2.0,5.22,0.0518414549993744
0.25,1280.0,12300.0,2.0,5.78,0.0347954335886684
0.25,1280.0,12300.0,2.0,6.33,0.0244067193675453
0.25,1280.0,12300.0,2.0,6.89,0.0188749736038341
0.25,1280.0,12300.0,2.0,7.44,0.0173748062829325
0.25,1280.0,12300.0,2.0,8.0,0.0190102934813172
0.25,1280.0,15100.0,2.0,3.0,0.2246121008876729
0.25,1280.0,15100.0,2.0,3.56,0.1528528450774151
0.25,1280.0,15100.0,2.0,4.11,0.1039107545794312
0.25,1280.0,15100.0,2.0,4.67,0.0689438420012001
0.25,1280.0,15100.0,2.0,5.22,0.0452812309417298
0.25,1280.0,15100.0,2.0,5.78,0.0293531058245582
0.25,1280.0,15100.0,2.0,6.33,0.0198130333513122
0.25,1280.0,15100.0,2.0,6.89,0.0149459345553392
0.25,1280.0,15100.0,2.0,7.44,0.0139533558288123
0.25,1280.0,15100.0,2.0,8.0,0.0160200666904423
0.25,1280.0,18500.0,2.0,3.0,0.2116550537622932
0.25,1280.0,18500.0,2.0,3.56,0.1428712447817829
0.25,1280.0,18500.0,2.0,4.11,0.096100725034082
0.25,1280.0,18500.0,2.0,4.67,0.0627831962836293
0.25,1280.0,18500.0,2.0,5.22,0.0402809337047066
0.25,1280.0,18500.0,2.0,5.78,0.0252196847393922
0.25,1280.0,18500.0,2.0,6.33,0.0163276016280413
0.25,1280.0,18500.0,2.0,6.89,0.0119456991691456
0.25,1280.0,18500.0,2.0,7.44,0.0113353425130527
0.25,1280.0,18500.0,2.0,8.0,0.0137387215250038
0.25,1280.0,22700.0,2.0,3.0,0.2012279577954117
0.25,1280.0,22700.0,2.0,3.56,0.1349244966701339
0.25,1280.0,22700.0,2.0,4.11,0.0899483759307585
0.25,1280.0,22700.0,2.0,4.67,0.0579955471438232
0.25,1280.0,22700.0,2.0,5.22,0.0364296528767684
0.25,1280.0,22700.0,2.0,5.78,0.0220489002271347
0.25,1280.0,22700.0,2.0,6.33,0.0136426300710961
0.25,1280.0,22700.0,2.0,6.89,0.0096179923842138
0.25,1280.0,22700.0,2.0,7.44,0.0093359757078841
0.25,1280.0,22700.0,2.0,8.0,0.0120530529376523
0.25,1280.0,27800.0,2.0,3.0,0.1930285447448674
0.25,1280.0,27800.0,2.0,3.56,0.12874823589602
0.25,1280.0,27800.0,2.0,4.11,0.0852216091871885
0.25,1280.0,27800.0,2.0,4.67,0.0543757326951735
0.25,1280.0,27800.0,2.0,5.22,0.0335495273082827
0.25,1280.0,27800.0,2.0,5.78,0.0196862827002773
0.25,1280.0,27800.0,2.0,6.33,0.0116186575863695
0.25,1280.0,27800.0,2.0,6.89,0.0078972834413508
0.25,1280.0,27800.0,2.0,7.44,0.0079519753587934
0.25,1280.0,27800.0,2.0,8.0,0.0110234674790367
0.25,1280.0,34100.0,2.0,3.0,0.1865244066712573
0.25,1280.0,34100.0,2.0,3.56,0.1239142521807461
0.25,1280.0,34100.0,2.0,4.11,0.0815706912392609
0.25,1280.0,34100.0,2.0,4.67,0.0516207513008625
0.25,1280.0,34100.0,2.0,5.22,0.0313985812716872
0.25,1280.0,34100.0,2.0,5.78,0.0179195148467851
0.25,1280.0,34100.0,2.0,6.33,0.0100980057851826
0.25,1280.0,34100.0,2.0,6.89,0.0067529867551867
0.25,1280.0,34100.0,2.0,7.44,0.0072180834652142
0.25,1280.0,34100.0,2.0,8.0,0.0109436866708264
0.25,1280.0,41900.0,2.0,3.0,0.1814365373216073
0.25,1280.0,41900.0,2.0,3.56,0.12019448591917
0.25,1280.0,41900.0,2.0,4.11,0.0788066077409425
0.25,1280.0,41900.0,2.0,4.67,0.0495691012719006
0.25,1280.0,41900.0,2.0,5.22,0.0298293550660139
0.25,1280.0,41900.0,2.0,5.78,0.0166310064371752
0.25,1280.0,41900.0,2.0,6.33,0.0091268576374399
0.25,1280.0,41900.0,2.0,6.89,0.0062650481653903
0.25,1280.0,41900.0,2.0,7.44,0.0074408918914798
0.25,1280.0,41900.0,2.0,8.0,0.0119694672932955
0.25,1280.0,51400.0,2.0,3.0,0.1775926036512035
0.25,1280.0,51400.0,2.0,3.56,0.1174434024959225
0.25,1280.0,51400.0,2.0,4.11,0.0768056630095155
0.25,1280.0,51400.0,2.0,4.67,0.0481159829756573
0.25,1280.0,51400.0,2.0,5.22,0.0287496002095477
0.25,1280.0,51400.0,2.0,5.78,0.0158283170163943
0.25,1280.0,51400.0,2.0,6.33,0.0087937429281127
0.25,1280.0,51400.0,2.0,6.89,0.0066723141179273
0.25,1280.0,51400.0,2.0,7.44,0.0086817587691273
0.25,1280.0,51400.0,2.0,8.0,0.0140236382463377
0.25,1280.0,63100.0,2.0,3.0,0.1747309739208492
0.25,1280.0,63100.0,2.0,3.56,0.1154553612332171
0.25,1280.0,63100.0,2.0,4.11,0.0754038253540228
0.25,1280.0,63100.0,2.0,4.67,0.0471305019417837
0.25,1280.0,63100.0,2.0,5.22,0.0280626573294684
0.25,1280.0,63100.0,2.0,5.78,0.0155691761762575
0.25,1280.0,63100.0,2.0,6.33,0.0092220911948377
0.25,1280.0,63100.0,2.0,6.89,0.0080049490892535
0.25,1280.0,63100.0,2.0,7.44,0.0108558819092379
0.25,1280.0,63100.0,2.0,8.0,0.0170110811723031
0.25,1630.0,10000.0,2.0,3.0,0.2512080978206895
0.25,1630.0,10000.0,2.0,3.56,0.1732669856357311
0.25,1630.0,10000.0,2.0,4.11,0.1198549014318179
0.25,1630.0,10000.0,2.0,4.67,0.0813898713916755
0.25,1630.0,10000.0,2.0,5.22,0.0549587891162102
0.25,1630.0,10000.0,2.0,5.78,0.0367060474861341
0.25,1630.0,10000.0,2.0,6.33,0.0252619616615164
0.25,1630.0,10000.0,2.0,6.89,0.018719596943116
0.25,1630.0,10000.0,2.0,7.44,0.0162607139136079
0.25,1630.0,10000.0,2.0,8.0,0.0169992164148249
0.25,1630.0,12300.0,2.0,3.0,0.2319930925409021
0.25,1630.0,12300.0,2.0,3.56,0.1582908416513437
0.25,1630.0,12300.0,2.0,4.11,0.1080002231495571
0.25,1630.0,12300.0,2.0,4.67,0.0719578596634165
0.25,1630.0,12300.0,2.0,5.22,0.0473047236664163
0.25,1630.0,12300.0,2.0,5.78,0.0304409920317062
0.25,1630.0,12300.0,2.0,6.33,0.0200651121132857
0.25,1630.0,12300.0,2.0,6.89,0.0143662573268374
0.25,1630.0,12300.0,2.0,7.44,0.0125642450886367
0.25,1630.0,12300.0,2.0,8.0,0.0138254802398776
0.25,1630.0,15100.0,2.0,3.0,0.21676205812759
0.25,1630.0,15100.0,2.0,3.56,0.146544729643676
0.25,1630.0,15100.0,2.0,4.11,0.0987984122251199
0.25,1630.0,15100.0,2.0,4.67,0.0647325556849188
0.25,1630.0,15100.0,2.0,5.22,0.041505332788849
0.25,1630.0,15100.0,2.0,5.78,0.0257366577888997
0.25,1630.0,15100.0,2.0,6.33,0.0161665522509218
0.25,1630.0,15100.0,2.0,6.89,0.0111061452835281
0.25,1630.0,15100.0,2.0,7.44,0.009778672234129
0.25,1630.0,15100.0,2.0,8.0,0.0114217503177544
0.25,1630.0,18500.0,2.0,3.0,0.2047228737220368
0.25,1630.0,18500.0,2.0,3.56,0.1373587691798127
0.25,1630.0,18500.0,2.0,4.11,0.0916784010012709
0.25,1630.0,18500.0,2.0,4.67,0.0592148622043479
0.25,1630.0,18500.0,2.0,5.22,0.0371383039242169
0.25,1630.0,18500.0,2.0,5.78,0.0222157346742759
0.25,1630.0,18500.0,2.0,6.33,0.013252440501056
0.25,1630.0,18500.0,2.0,6.89,0.0086626553665099
0.25,1630.0,18500.0,2.0,7.44,0.0076660962944534
0.25,1630.0,18500.0,2.0,8.0,0.0096138899751376
0.25,1630.0,22700.0,2.0,3.0,0.1950893765239966
0.25,1630.0,22700.0,2.0,3.56,0.1300921737342431
0.25,1630.0,22700.0,2.0,4.11,0.0861103042071031
0.25,1630.0,22700.0,2.0,4.67,0.0549519341548833
0.25,1630.0,22700.0,2.0,5.22,0.0338171780924583
0.25,1630.0,22700.0,2.0,5.78,0.0195567224519143
0.25,1630.0,22700.0,2.0,6.33,0.0110565951097602
0.25,1630.0,22700.0,2.0,6.89,0.006797073413793
0.25,1630.0,22700.0,2.0,7.44,0.0060656182367355
0.25,1630.0,22700.0,2.0,8.0,0.0083261550910404
0.25,1630.0,27800.0,2.0,3.0,0.1875655956313616
0.25,1630.0,27800.0,2.0,3.56,0.124490043121689
0.25,1630.0,27800.0,2.0,4.11,0.0818728735769098
0.25,1630.0,27800.0,2.0,4.67,0.0517514516154494
0.25,1630.0,27800.0,2.0,5.22,0.0313685102399358
0.25,1630.0,27800.0,2.0,5.78,0.0176158312347035
0.25,1630.0,27800.0,2.0,6.33,0.0094541327920884
