B,gamma_min,gamma_max,alpha,delta,chi_squared
0.35,3370.0,10000.0,2.0,5.78,0.0113243866131641
0.35,3370.0,10000.0,2.0,6.33,0.0045436056840533
0.35,3370.0,10000.0,2.0,6.89,0.0016569302691603
0.35,3370.0,10000.0,2.0,7.44,0.0019858818505773
0.35,3370.0,10000.0,2.0,8.0,0.0048898625172465
0.35,3370.0,12300.0,2.0,3.0,0.1643284574463552
0.35,3370.0,12300.0,2.0,3.56,0.1048872799245469
0.35,3370.0,12300.0,2.0,4.11,0.0655952436362
0.35,3370.0,12300.0,2.0,4.67,0.0385931454677886
0.35,3370.0,12300.0,2.0,5.22,0.021025047666404
0.35,3370.0,12300.0,2.0,5.78,0.0097451424525737
0.35,3370.0,12300.0,2.0,6.33,0.0034884137219369
0.35,3370.0,12300.0,2.0,6.89,0.0009485488039727
0.35,3370.0,12300.0,2.0,7.44,0.0014791276160191
0.35,3370.0,12300.0,2.0,8.0,0.0044941779550908
0.35,3370.0,15100.0,2.0,3.0,0.1575183044762714
0.35,3370.0,15100.0,2.0,3.56,0.1001229985736575
0.35,3370.0,15100.0,2.0,4.11,0.0622311503040383
0.35,3370.0,15100.0,2.0,4.67,0.0362513870128118
0.35,3370.0,15100.0,2.0,5.22,0.0194161604574873
0.35,3370.0,15100.0,2.0,5.78,0.0086845683190075
0.35,3370.0,15100.0,2.0,6.33,0.0028239373459627
0.35,3370.0,15100.0,2.0,6.89,0.0005235661006808
0.35,3370.0,15100.0,2.0,7.44,0.0011656262992003
0.35,3370.0,15100.0,2.0,8.0,0.0042301292674763
0.35,3370.0,18500.0,2.0,3.0,0.1523807849061113
0.35,3370.0,18500.0,2.0,3.56,0.0966183861013869
0.35,3370.0,18500.0,2.0,4.11,0.0598264536177669
0.35,3370.0,18500.0,2.0,4.67,0.0346344235670348
0.35,3370.0,18500.0,2.0,5.22,0.0183504390342081
0.35,3370.0,18500.0,2.0,5.78,0.0080186730766039
0.35,3370.0,18500.0,2.0,6.33,0.0024361578731445
0.35,3370.0,18500.0,2.0,6.89,0.0002962746863006
0.35,3370.0,18500.0,2.0,7.44,0.0010179405771855
0.35,3370.0,18500.0,2.0,8.0,0.0043646121855002
0.35,3370.0,22700.0,2.0,3.0,0.1485383523089719
0.35,3370.0,22700.0,2.0,3.56,0.0940890105584859
0.35,3370.0,22700.0,2.0,4.11,0.0581632463700962
0.35,3370.0,22700.0,2.0,4.67,0.0335753463665373
0.35,3370.0,22700.0,2.0,5.22,0.0176996672107691
0.35,3370.0,22700.0,2.0,5.78,0.0076501652986621
0.35,3370.0,22700.0,2.0,6.33,0.0022507050000711
0.35,3370.0,22700.0,2.0,6.89,0.0002748623602563
0.35,3370.0,22700.0,2.0,7.44,0.0014194148820316
0.35,3370.0,22700.0,2.0,8.0,0.0055682609350247
0.35,3370.0,27800.0,2.0,3.0,0.1458246822050811
0.35,3370.0,27800.0,2.0,3.56,0.0923996239861021
0.35,3370.0,27800.0,2.0,4.11,0.0571306890623876
0.35,3370.0,27800.0,2.0,4.67,0.0329838766771663
0.35,3370.0,27800.0,2.0,5.22,0.0173907128323844
0.35,3370.0,27800.0,2.0,5.78,0.0075209846133058
0.35,3370.0,27800.0,2.0,6.33,0.0022967046012801
0.35,3370.0,27800.0,2.0,6.89,0.0008455410550237
0.35,3370.0,27800.0,2.0,7.44,0.0028704505650214
0.35,3370.0,27800.0,2.0,8.0,0.0080106556692501
0.35,3370.0,34100.0,2.0,3.0,0.1440023440559591
0.35,3370.0,34100.0,2.0,3.56,0.0913754069056284
0.35,3370.0,34100.0,2.0,4.11,0.0565982866374273
0.35,3370.0,34100.0,2.0,4.67,0.032763174177352
0.35,3370.0,34100.0,2.0,5.22,0.0173519990270898
0.35,3370.0,34100.0,2.0,5.78,0.0076416353815461
0.35,3370.0,34100.0,2.0,6.33,0.0029077417787832
0.35,3370.0,34100.0,2.0,6.89,0.0024083138161327
0.35,3370.0,34100.0,2.0,7.44,0.0054623870559484
0.35,3370.0,34100.0,2.0,8.0,0.0115942387920434
0.35,3370.0,41900.0,2.0,3.0,0.1429350836317552
0.35,3370.0,41900.0,2.0,3.56,0.0909127391043772
0.35,3370.0,41900.0,2.0,4.11,0.0564864211983884
0.35,3370.0,41900.0,2.0,4.67,0.0328526053884512
0.35,3370.0,41900.0,2.0,5.22,0.0175597051483213
0.35,3370.0,41900.0,2.0,5.78,0.0082727766955239
0.35,3370.0,41900.0,2.0,6.33,0.0044215452701186
0.35,3370.0,41900.0,2.0,6.89,0.0049811044242342
0.35,3370.0,41900.0,2.0,7.44,0.0090304323396185
0.35,3370.0,41900.0,2.0,8.0,0.0162030499846301
0.35,3370.0,51400.0,2.0,3.0,0.142511314709171
0.35,3370.0,51400.0,2.0,3.56,0.0909217374776537
0.35,3370.0,51400.0,2.0,4.11,0.05672276383752
0.35,3370.0,51400.0,2.0,4.67,0.0331950157518479
0.35,3370.0,51400.0,2.0,5.22,0.0182024493708056
0.35,3370.0,51400.0,2.0,5.78,0.0096342801214289
0.35,3370.0,51400.0,2.0,6.33,0.0067917591949499
0.35,3370.0,51400.0,2.0,6.89,0.0083264215450899
0.35,3370.0,51400.0,2.0,7.44,0.0134035300603776
0.35,3370.0,51400.0,2.0,8.0,0.0216114519430195
0.35,3370.0,63100.0,2.0,3.0,0.1426139291968758
0.35,3370.0,63100.0,2.0,3.56,0.0913182338533134
0.35,3370.0,63100.0,2.0,4.11,0.0572463966406431
0.35,3370.0,63100.0,2.0,4.67,0.0338613583938924
0.35,3370.0,63100.0,2.0,5.22,0.019347969054674
0.35,3370.0,63100.0,2.0,5.78,0.0117687936792468
0.35,3370.0,63100.0,2.0,6.33,0.0098422487825998
0.35,3370.0,63100.0,2.0,6.89,0.0124076021933566
0.35,3370.0,63100.0,2.0,7.44,0.0184846479361572
0.35,3370.0,63100.0,2.0,8.0,0.0277356314234378
0.35,4300.0,10000.0,2.0,3.0,0.1649714503706248
0.35,4300.0,10000.0,2.0,3.56,0.1049681128000257
0.35,4300.0,10000.0,2.0,4.11,0.0653956161190244
0.35,4300.0,10000.0,2.0,4.67,0.0382654246402426
0.35,4300.0,10000.0,2.0,5.22,0.0206649373003132
0.35,4300.0,10000.0,2.0,5.78,0.0094119826530616
0.35,4300.0,10000.0,2.0,6.33,0.0032159000343139
0.35,4300.0,10000.0,2.0,6.89,0.0006689573347602
0.35,4300.0,10000.0,2.0,7.44,0.0011188480407133
0.35,4300.0,10000.0,2.0,8.0,0.0040198605584829
0.35,4300.0,12300.0,2.0,3.0,0.1578386178876897
0.35,4300.0,12300.0,2.0,3.56,0.1000573966512069
0.35,4300.0,12300.0,2.0,4.11,0.0619909223550449
0.35,4300.0,12300.0,2.0,4.67,0.0359488520991733
0.35,4300.0,12300.0,2.0,5.22,0.0191192253234528
0.35,4300.0,12300.0,2.0,5.78,0.0084348441843108
0.35,4300.0,12300.0,2.0,6.33,0.0026439372774222
0.35,4300.0,12300.0,2.0,6.89,0.0003806371819724
0.35,4300.0,12300.0,2.0,7.44,0.0009782607446585
0.35,4300.0,12300.0,2.0,8.0,0.0039217847530072
0.35,4300.0,15100.0,2.0,3.0,0.1524475036273102
0.35,4300.0,15100.0,2.0,3.56,0.0964439516258012
0.35,4300.0,15100.0,2.0,4.11,0.0595639454126637
0.35,4300.0,15100.0,2.0,4.67,0.0343630382283967
0.35,4300.0,15100.0,2.0,5.22,0.018115108721327
0.35,4300.0,15100.0,2.0,5.78,0.00784635091325
0.35,4300.0,15100.0,2.0,6.33,0.0023389839929667
0.35,4300.0,15100.0,2.0,6.89,0.0002695339078673
0.35,4300.0,15100.0,2.0,7.44,0.0009433629923056
0.35,4300.0,15100.0,2.0,8.0,0.0038870921357453
0.35,4300.0,18500.0,2.0,3.0,0.1484743704231678
0.35,4300.0,18500.0,2.0,3.56,0.0938806956026267
0.35,4300.0,18500.0,2.0,4.11,0.0579228702315813
0.35,4300.0,18500.0,2.0,4.67,0.0333589997721174
0.35,4300.0,18500.0,2.0,5.22,0.0175365334331863
0.35,4300.0,18500.0,2.0,5.78,0.0075571576845984
0.35,4300.0,18500.0,2.0,6.33,0.0022330488221868
0.35,4300.0,18500.0,2.0,6.89,0.0002739634482197
0.35,4300.0,18500.0,2.0,7.44,0.0010249098420987
0.35,4300.0,18500.0,2.0,8.0,0.0043499721375498
0.35,4300.0,22700.0,2.0,3.0,0.1456148326824733
0.35,4300.0,22700.0,2.0,3.56,0.0921442673042787
0.35,4300.0,22700.0,2.0,4.11,0.0569011707829004
0.35,4300.0,22700.0,2.0,4.67,0.032812968610171
0.35,4300.0,22700.0,2.0,5.22,0.0172915354942535
0.35,4300.0,22700.0,2.0,5.78,0.0075001759589457
0.35,4300.0,22700.0,2.0,6.33,0.002278128576139
0.35,4300.0,22700.0,2.0,6.89,0.0004635939352036
0.35,4300.0,22700.0,2.0,7.44,0.0017721883800682
0.35,4300.0,22700.0,2.0,8.0,0.0059653006983156
0.35,4300.0,27800.0,2.0,3.0,0.1437260405171847
0.35,4300.0,27800.0,2.0,3.56,0.0911196652510866
0.35,4300.0,27800.0,2.0,4.11,0.0564056683594432
0.35,4300.0,27800.0,2.0,4.67,0.0326501295295856
0.35,4300.0,27800.0,2.0,5.22,0.0173206121525679
0.35,4300.0,27800.0,2.0,5.78,0.0076293689107567
0.35,4300.0,27800.0,2.0,6.33,0.0025670021003505
0.35,4300.0,27800.0,2.0,6.89,0.0013500385126621
0.35,4300.0,27800.0,2.0,7.44,0.0035987233532359
0.35,4300.0,27800.0,2.0,8.0,0.0088242953508447
0.35,4300.0,34100.0,2.0,3.0,0.1426159148766267
0.35,4300.0,34100.0,2.0,3.56,0.0906694961846504
0.35,4300.0,34100.0,2.0,4.11,0.0563369787886093
0.35,4300.0,34100.0,2.0,4.67,0.0327993999645407
0.35,4300.0,34100.0,2.0,5.22,0.017573478116168
0.35,4300.0,34100.0,2.0,5.78,0.0080250856000049
0.35,4300.0,34100.0,2.0,6.33,0.0035045647698199
0.35,4300.0,34100.0,2.0,6.89,0.0032745060791962
0.35,4300.0,34100.0,2.0,7.44,0.0065566110868428
0.35,4300.0,34100.0,2.0,8.0,0.0127504981410406
0.35,4300.0,41900.0,2.0,3.0,0.1421698951371681
0.35,4300.0,41900.0,2.0,3.56,0.0907081802222219
0.35,4300.0,41900.0,2.0,4.11,0.0566306213100728
0.35,4300.0,41900.0,2.0,4.67,0.0332128277287661
0.35,4300.0,41900.0,2.0,5.22,0.0180718099993452
0.35,4300.0,41900.0,2.0,5.78,0.0089748589459631
0.35,4300.0,41900.0,2.0,6.33,0.0053994550168485
0.35,4300.0,41900.0,2.0,6.89,0.0061948259561964
0.35,4300.0,41900.0,2.0,7.44,0.0104268061146735
0.35,4300.0,41900.0,2.0,8.0,0.0176731037396215
0.35,4300.0,51400.0,2.0,3.0,0.1422847592912639
0.35,4300.0,51400.0,2.0,3.56,0.0911528836801518
0.35,4300.0,51400.0,2.0,4.11,0.0572202864437448
0.35,4300.0,51400.0,2.0,4.67,0.0338419832984087
0.35,4300.0,51400.0,2.0,5.22,0.0190131787799258
0.35,4300.0,51400.0,2.0,5.78,0.0107200973008597
0.35,4300.0,51400.0,2.0,6.33,0.0081128667616078
0.35,4300.0,51400.0,2.0,6.89,0.0098513873773061
0.35,4300.0,51400.0,2.0,7.44,0.0151022021652283
0.35,4300.0,51400.0,2.0,8.0,0.0233445607270627
0.35,4300.0,63100.0,2.0,3.0,0.1428645787887153
0.35,4300.0,63100.0,2.0,3.56,0.0919366767764447
0.35,4300.0,63100.0,2.0,4.11,0.0580591632147212
0.35,4300.0,63100.0,2.0,4.67,0.0348269342879406
0.35,4300.0,63100.0,2.0,5.22,0.0205273176853099
0.35,4300.0,63100.0,2.0,5.78,0.0131989331853067
0.35,4300.0,63100.0,2.0,6.33,0.0114870846967389
0.35,4300.0,63100.0,2.0,6.89,0.0142425757906695
0.35,4300.0,63100.0,2.0,7.44,0.0204414993847958
0.35,4300.0,63100.0,2.0,8.0,0.0297225212330844
0.35,5480.0,10000.0,2.0,3.0,0.1541003392895828
0.35,5480.0,10000.0,2.0,3.56,0.0971028712770936
0.35,5480.0,10000.0,2.0,4.11,0.0597380396869185
0.35,5480.0,10000.0,2.0,4.67,0.0343292499695882
0.35,5480.0,10000.0,2.0,5.22,0.018041699639678
0.35,5480.0,10000.0,2.0,5.78,0.0078320925856471
0.35,5480.0,10000.0,2.0,6.33,0.0024376142355049
0.35,5480.0,10000.0,2.0,6.89,0.0005118450536901
0.35,5480.0,10000.0,2.0,7.44,0.0013142061000874
0.35,5480.0,10000.0,2.0,8.0,0.0042800977435921
0.35,5480.0,12300.0,2.0,3.0,0.1495692457917596
0.35,5480.0,12300.0,2.0,3.56,0.0942620716951438
0.35,5480.0,12300.0,2.0,4.11,0.0579848562674294
0.35,5480.0,12300.0,2.0,4.67,0.0333140345098404
0.35,5480.0,12300.0,2.0,5.22,0.0175094792010224
0.35,5480.0,12300.0,2.0,5.78,0.0076203224654449
0.35,5480.0,12300.0,2.0,6.33,0.0024220040417826
0.35,5480.0,12300.0,2.0,6.89,0.0006079990463753
0.35,5480.0,12300.0,2.0,7.44,0.0014566377868971
0.35,5480.0,12300.0,2.0,8.0,0.0044082840011485
0.35,5480.0,15100.0,2.0,3.0,0.1462929496047519
0.35,5480.0,15100.0,2.0,3.56,0.0923272859793031
0.35,5480.0,15100.0,2.0,4.11,0.0568932579685864
0.35,5480.0,15100.0,2.0,4.67,0.0327760774605803
0.35,5480.0,15100.0,2.0,5.22,0.0173166013096664
0.35,5480.0,15100.0,2.0,5.78,0.0076388284796244
0.35,5480.0,15100.0,2.0,6.33,0.0025517881623674
0.35,5480.0,15100.0,2.0,6.89,0.0007801935102055
0.35,5480.0,15100.0,2.0,7.44,0.0016196887209211
0.35,5480.0,15100.0,2.0,8.0,0.0045677764879034
0.35,5480.0,18500.0,2.0,3.0,0.1440587005852686
0.35,5480.0,18500.0,2.0,3.56,0.0911424151061256
0.35,5480.0,18500.0,2.0,4.11,0.0563466579695753
0.35,5480.0,18500.0,2.0,4.67,0.0326285024254448
0.35,5480.0,18500.0,2.0,5.22,0.0173984089458143
0.35,5480.0,18500.0,2.0,5.78,0.0078405341497068
0.35,5480.0,18500.0,2.0,6.33,0.0027936258114236
0.35,5480.0,18500.0,2.0,6.89,0.0010063655108464
0.35,5480.0,18500.0,2.0,7.44,0.0019425556044401
0.35,5480.0,18500.0,2.0,8.0,0.0055573492912435
0.35,5480.0,22700.0,2.0,3.0,0.1426701036155032
0.35,5480.0,22700.0,2.0,3.56,0.0905716424179263
0.35,5480.0,22700.0,2.0,4.11,0.0562499927266017
0.35,5480.0,22700.0,2.0,4.67,0.0328055811970987
0.35,5480.0,22700.0,2.0,5.22,0.0177099847088484
0.35,5480.0,22700.0,2.0,5.78,0.0081959768626323
0.35,5480.0,22700.0,2.0,6.33,0.0031293317576487
0.35,5480.0,22700.0,2.0,6.89,0.0015474456121477
0.35,5480.0,22700.0,2.0,7.44,0.0032291236630898
0.35,5480.0,22700.0,2.0,8.0,0.0077591292276303
0.35,5480.0,27800.0,2.0,3.0,0.1420185635872891
0.35,5480.0,27800.0,2.0,3.56,0.0905283716171304
0.35,5480.0,27800.0,2.0,4.11,0.0565339122770667
0.35,5480.0,27800.0,2.0,4.67,0.033252539424948
0.35,5480.0,27800.0,2.0,5.22,0.0182087946162333
0.35,5480.0,27800.0,2.0,5.78,0.0086740867217708
0.35,5480.0,27800.0,2.0,6.33,0.0038379092669297
0.35,5480.0,27800.0,2.0,6.89,0.0029962064504031
0.35,5480.0,27800.0,2.0,7.44,0.0056379962453462
0.35,5480.0,27800.0,2.0,8.0,0.0111981733305949
0.35,5480.0,34100.0,2.0,3.0,0.1419793640287891
0.35,5480.0,34100.0,2.0,3.56,0.0909293895340659
0.35,5480.0,34100.0,2.0,4.11,0.0571428534613027
0.35,5480.0,34100.0,2.0,4.67,0.0339334594152053
0.35,5480.0,34100.0,2.0,5.22,0.0188726150067049
0.35,5480.0,34100.0,2.0,5.78,0.0095246821563626
0.35,5480.0,34100.0,2.0,6.33,0.005358272613936
0.35,5480.0,34100.0,2.0,6.89,0.005537275726443
0.35,5480.0,34100.0,2.0,7.44,0.0091481375739444
0.35,5480.0,34100.0,2.0,8.0,0.0156112485239515
0.35,5480.0,41900.0,2.0,3.0,0.1424701032061564
0.35,5480.0,41900.0,2.0,3.56,0.0917150878772848
0.35,5480.0,41900.0,2.0,4.11,0.0580334566296618
0.35,5480.0,41900.0,2.0,4.67,0.0348174688885528
0.35,5480.0,41900.0,2.0,5.22,0.0198457673139161
0.35,5480.0,41900.0,2.0,5.78,0.0110473904854297
0.35,5480.0,41900.0,2.0,6.33,0.007880730230762
0.35,5480.0,41900.0,2.0,6.89,0.0090018062872193
0.35,5480.0,41900.0,2.0,7.44,0.0135222387722156
0.35,5480.0,41900.0,2.0,8.0,0.021026083231634
0.35,5480.0,51400.0,2.0,3.0,0.1433997077335862
0.35,5480.0,51400.0,2.0,3.56,0.0928123746636286
0.35,5480.0,51400.0,2.0,4.11,0.0591472937776603
0.35,5480.0,51400.0,2.0,4.67,0.0359081816324439
0.35,5480.0,51400.0,2.0,5.22,0.0212840809698248
0.35,5480.0,51400.0,2.0,5.78,0.0134161282032605
0.35,5480.0,51400.0,2.0,6.33,0.0111273640776363
0.35,5480.0,51400.0,2.0,6.89,0.0131823371190631
0.35,5480.0,51400.0,2.0,7.44,0.018693737196407
0.35,5480.0,51400.0,2.0,8.0,0.0271174067891374
0.35,5480.0,63100.0,2.0,3.0,0.1447038366911121
0.35,5480.0,63100.0,2.0,3.56,0.0941794299496721
0.35,5480.0,63100.0,2.0,4.11,0.0604575767609762
0.35,5480.0,63100.0,2.0,4.67,0.0373835611995482
0.35,5480.0,63100.0,2.0,5.22,0.0234236342215097
0.35,5480.0,63100.0,2.0,5.78,0.0164297876410494
0.35,5480.0,63100.0,2.0,6.33,0.0150428825436959
0.35,5480.0,63100.0,2.0,6.89,0.0180678667179151
0.35,5480.0,63100.0,2.0,7.44,0.0244751830705035
0.35,5480.0,63100.0,2.0,8.0,0.0339200615236821
0.35,6990.0,10000.0,2.0,3.0,0.148338418478414
0.35,6990.0,10000.0,2.0,3.56,0.093309451797614
0.35,6990.0,10000.0,2.0,4.11,0.0573452458193958
0.35,6990.0,10000.0,2.0,4.67,0.032983403482602
0.35,6990.0,10000.0,2.0,5.22,0.0174508031410584
0.35,6990.0,10000.0,2.0,5.78,0.0077973320116993
0.35,6990.0,10000.0,2.0,6.33,0.0027887308632498
0.35,6990.0,10000.0,2.0,6.89,0.0011255570723346
0.35,6990.0,10000.0,2.0,7.44,0.0020838452251322
0.35,6990.0,10000.0,2.0,8.0,0.0051110938085567
0.35,6990.0,12300.0,2.0,3.0,0.1454384065508267
0.35,6990.0,12300.0,2.0,3.56,0.0917267748019506
0.35,6990.0,12300.0,2.0,4.11,0.056563619641353
0.35,6990.0,12300.0,2.0,4.67,0.0327061395480603
0.35,6990.0,12300.0,2.0,5.22,0.0174696813028451
0.35,6990.0,12300.0,2.0,5.78,0.0079801942484219
0.35,6990.0,12300.0,2.0,6.33,0.0030396984716501
0.35,6990.0,12300.0,2.0,6.89,0.0013791607693622
0.35,6990.0,12300.0,2.0,7.44,0.0022932726018589
0.35,6990.0,12300.0,2.0,8.0,0.0052412546229883
0.35,6990.0,15100.0,2.0,3.0,0.1434970011359704
0.35,6990.0,15100.0,2.0,3.56,0.0908216783952497
0.35,6990.0,15100.0,2.0,4.11,0.0562667187436691
0.35,6990.0,15100.0,2.0,4.67,0.0327708916608824
0.35,6990.0,15100.0,2.0,5.22,0.0177256294542684
0.35,6990.0,15100.0,2.0,5.78,0.0083183758938433
0.35,6990.0,15100.0,2.0,6.33,0.0033832629385603
0.35,6990.0,15100.0,2.0,6.89,0.0016746986054886
0.35,6990.0,15100.0,2.0,7.44,0.0025045669459698
0.35,6990.0,15100.0,2.0,8.0,0.0055174382886607
0.35,6990.0,18500.0,2.0,3.0,0.1423670163945218
0.35,6990.0,18500.0,2.0,3.56,0.0904894994937801
0.35,6990.0,18500.0,2.0,4.11,0.0563787279058858
0.35,6990.0,18500.0,2.0,4.67,0.0331230269108286
0.35,6990.0,18500.0,2.0,5.22,0.0181795318809774
0.35,6990.0,18500.0,2.0,5.78,0.0087848365392025
0.35,6990.0,18500.0,2.0,6.33,0.0038016804330382
0.35,6990.0,18500.0,2.0,6.89,0.0020079827901271
0.35,6990.0,18500.0,2.0,7.44,0.003093966483978
0.35,6990.0,18500.0,2.0,8.0,0.0069159526615905
0.35,6990.0,22700.0,2.0,3.0,0.1419177591477444
0.35,6990.0,22700.0,2.0,3.56,0.0906456965681483
0.35,6990.0,22700.0,2.0,4.11,0.0568448780211924
0.35,6990.0,22700.0,2.0,4.67,0.0337282500607929
0.35,6990.0,22700.0,2.0,5.22,0.0188108805838862
0.35,6990.0,22700.0,2.0,5.78,0.0093686999013656
0.35,6990.0,22700.0,2.0,6.33,0.004315802244698
0.35,6990.0,22700.0,2.0,6.89,0.0029053715892272
0.35,6990.0,22700.0,2.0,7.44,0.0047876744344297
0.35,6990.0,22700.0,2.0,8.0,0.0095538712864971
0.35,6990.0,27800.0,2.0,3.0,0.1420605431613103
0.35,6990.0,27800.0,2.0,3.56,0.0912193359441532
0.35,6990.0,27800.0,2.0,4.11,0.0576083120947732
0.35,6990.0,27800.0,2.0,4.67,0.0345417754492697
0.35,6990.0,27800.0,2.0,5.22,0.0195851858629842
0.35,6990.0,27800.0,2.0,5.78,0.0100736131481204
0.35,6990.0,27800.0,2.0,6.33,0.0053904437383312
0.35,6990.0,27800.0,2.0,6.89,0.0047754483856057
0.35,6990.0,27800.0,2.0,7.44,0.0076531457310529
0.35,6990.0,27800.0,2.0,8.0,0.0133993823569767
0.35,6990.0,34100.0,2.0,3.0,0.1427124834921773
0.35,6990.0,34100.0,2.0,3.56,0.0921597175041076
0.35,6990.0,34100.0,2.0,4.11,0.0586388511094451
0.35,6990.0,34100.0,2.0,4.67,0.0355472850936042
0.35,6990.0,34100.0,2.0,5.22,0.0205039417179391
0.35,6990.0,34100.0,2.0,5.78,0.0112771071444275
0.35,6990.0,34100.0,2.0,6.33,0.0073475782324165
0.35,6990.0,34100.0,2.0,6.89,0.007765919060058
0.35,6990.0,34100.0,2.0,7.44,0.0115500453971373
0.35,6990.0,34100.0,2.0,8.0,0.0181739187075103
0.35,6990.0,41900.0,2.0,3.0,0.143810977232007
0.35,6990.0,41900.0,2.0,3.56,0.093422600949969
0.35,6990.0,41900.0,2.0,4.11,0.0599051305253847
0.35,6990.0,41900.0,2.0,4.67,0.0367231798224901
0.35,6990.0,41900.0,2.0,5.22,0.0218193992773502
0.35,6990.0,41900.0,2.0,5.78,0.0132421062322808
0.35,6990.0,41900.0,2.0,6.33,0.0103118775374348
0.35,6990.0,41900.0,2.0,6.89,0.0116032582594585
0.35,6990.0,41900.0,2.0,7.44,0.0163059476610841
0.35,6990.0,41900.0,2.0,8.0,0.0239550991370251
0.35,6990.0,51400.0,2.0,3.0,0.1452720217525454
0.35,6990.0,51400.0,2.0,3.56,0.0949401547949184
0.35,6990.0,51400.0,2.0,4.11,0.0613526336447154
0.35,6990.0,51400.0,2.0,4.67,0.0381482164711534
0.35,6990.0,51400.0,2.0,5.22,0.0236604000521704
0.35,6990.0,51400.0,2.0,5.78,0.0160424219962843
0.35,6990.0,51400.0,2.0,6.33,0.0139271818021551
0.35,6990.0,51400.0,2.0,6.89,0.0161784109994134
0.35,6990.0,51400.0,2.0,7.44,0.0218315235711955
0.35,6990.0,51400.0,2.0,8.0,0.0303664905290056
0.35,6990.0,63100.0,2.0,3.0,0.1470512046692024
0.35,6990.0,63100.0,2.0,3.56,0.0966859058079464
0.35,6990.0,63100.0,2.0,4.11,0.0629689864815888
0.35,6990.0,63100.0,2.0,4.67,0.0399491952670401
0.35,6990.0,63100.0,2.0,5.22,0.026235012389477
0.35,6990.0,63100.0,2.0,5.78,0.0194240500321741
0.35,6990.0,63100.0,2.0,6.33,0.0182387535627842
0.35,6990.0,63100.0,2.0,6.89,0.0214073267536457
0.35,6990.0,63100.0,2.0,7.44,0.0279448691750799
0.35,6990.0,63100.0,2.0,8.0,0.0374974402604764
0.35,8910.0,10000.0,2.0,3.0,0.1442491075069759
0.35,8910.0,10000.0,2.0,3.56,0.0910802055428965
0.35,8910.0,10000.0,2.0,4.11,0.0563755272573077
0.35,8910.0,10000.0,2.0,4.67,0.0328942108610267
0.35,8910.0,10000.0,2.0,5.22,0.0179399594749789
0.35,8910.0,10000.0,2.0,5.78,0.0086561571147276
0.35,8910.0,10000.0,2.0,6.33,0.003847431167492
0.35,8910.0,10000.0,2.0,6.89,0.0022581762346348
0.35,8910.0,10000.0,2.0,7.44,0.0031894400483325
0.35,8910.0,10000.0,2.0,8.0,0.0061091882988804
0.35,8910.0,12300.0,2.0,3.0,0.1428213083620787
0.35,8910.0,12300.0,2.0,3.56,0.0905990290295134
0.35,8910.0,12300.0,2.0,4.11,0.0564184392391819
0.35,8910.0,12300.0,2.0,4.67,0.0332221418343175
0.35,8910.0,12300.0,2.0,5.22,0.0183936777919793
0.35,8910.0,12300.0,2.0,5.78,0.0091354161394586
0.35,8910.0,12300.0,2.0,6.33,0.0042851321200111
0.35,8910.0,12300.0,2.0,6.89,0.002608149492294
0.35,8910.0,12300.0,2.0,7.44,0.0034230543598934
0.35,8910.0,12300.0,2.0,8.0,0.0062036389231046
0.35,8910.0,15100.0,2.0,3.0,0.142095306269675
0.35,8910.0,15100.0,2.0,3.56,0.0906053048078666
0.35,8910.0,15100.0,2.0,4.11,0.0568051171037046
0.35,8910.0,15100.0,2.0,4.67,0.0337895709097797
0.35,8910.0,15100.0,2.0,5.22,0.0190114460412078
0.35,8910.0,15100.0,2.0,5.78,0.0097206401250922
0.35,8910.0,15100.0,2.0,6.33,0.0047845909674752
0.35,8910.0,15100.0,2.0,6.89,0.0029842656869087
0.35,8910.0,15100.0,2.0,7.44,0.0036687480749495
0.35,8910.0,15100.0,2.0,8.0,0.0068124219522082
0.35,8910.0,18500.0,2.0,3.0,0.1419786863259014
0.35,8910.0,18500.0,2.0,3.56,0.0910355811651583
0.35,8910.0,18500.0,2.0,4.11,0.0574910830694147
0.35,8910.0,18500.0,2.0,4.67,0.0345655746008906
0.35,8910.0,18500.0,2.0,5.22,0.0197720672783395
0.35,8910.0,18500.0,2.0,5.78,0.010398113932755
0.35,8910.0,18500.0,2.0,6.33,0.0053378333922131
0.35,8910.0,18500.0,2.0,6.89,0.0034587905307585
0.35,8910.0,18500.0,2.0,7.44,0.0047111098534987
0.35,8910.0,18500.0,2.0,8.0,0.0086652384748341
0.35,8910.0,22700.0,2.0,3.0,0.1423977838363987
0.35,8910.0,22700.0,2.0,3.56,0.0918482424435166
0.35,8910.0,22700.0,2.0,4.11,0.0584540995537803
0.35,8910.0,22700.0,2.0,4.67,0.0355402623931653
0.35,8910.0,22700.0,2.0,5.22,0.0206731979325999
0.35,8910.0,22700.0,2.0,5.78,0.0111701135714425
0.35,8910.0,22700.0,2.0,6.33,0.0060677892378063
0.35,8910.0,22700.0,2.0,6.89,0.0048244645380816
0.35,8910.0,22700.0,2.0,7.44,0.0068712392598636
0.35,8910.0,22700.0,2.0,8.0,0.0118312074727727
0.35,8910.0,27800.0,2.0,3.0,0.1432800056926273
0.35,8910.0,27800.0,2.0,3.56,0.0929843589968178
0.35,8910.0,27800.0,2.0,4.11,0.0596463835068381
0.35,8910.0,27800.0,2.0,4.67,0.0366756958514285
0.35,8910.0,27800.0,2.0,5.22,0.0216855312917908
0.35,8910.0,27800.0,2.0,5.78,0.0121316591144973
